Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,BedroomAbvGr,CentralAir,GrLivArea,SalePrice,Fam,Duplex,fmCon,TwnhsE,Twnhs,GasA,Grav,GasW,Wall,HvPool,IsNewHouse,Age,Bathrooms,OtherRooms
120,3.6109179126442243,9.169622538697624,4,6,1991,32.51153641401772,1.7320508075688772,1,7.493873886783559,12.218847425580973,1,0,0,0,0,1,0,0,0,0,0,18,1,0.7174389352143007
121,4.394449154672439,9.561067663645012,7,5,1996,33.166247903554,1.7320508075688772,1,7.217443431696533,12.160547878512466,1,0,0,0,0,1,0,0,0,0,0,11,2,0.7174389352143007
122,5.017279836814924,9.2299469016151,5,5,1976,31.432467291003423,1.4142135623730951,1,7.415776975415394,11.881244333377383,1,0,0,0,0,1,0,0,0,0,0,31,2,1.4142135623730951
123,4.68213122712422,11.976665770490767,7,7,1977,34.292856398964496,1.7320508075688772,1,7.01211529430638,12.099725603108222,1,0,0,0,0,0,0,1,0,0,0,33,2.5,1.096376317177313
125,4.532599493153256,9.170871628065816,6,6,1948,28.21347195933177,1.7320508075688772,1,7.6487397889562425,12.064647792219898,1,0,0,0,0,1,0,0,0,0,0,61,1,1.096376317177313
126,4.442651256490317,9.087833697483386,7,7,1972,35.7211421989835,1.7320508075688772,0,6.580639137284949,11.896041071897155,1,0,0,0,0,1,0,0,0,0,0,34,2,0.9137005034957135
127,4.454347296253507,8.881975184248867,4,7,1932,34.64101615137755,1.4142135623730951,1,7.4821189235521155,12.070484718529434,1,0,0,0,0,1,0,0,0,0,0,76,1,1.0352761804100827
128,3.2188758248682006,9.433003808053515,8,5,1913,23.916521486202797,1.4142135623730951,1,7.491645473605133,12.153314728790066,1,0,0,0,0,1,0,0,0,0,0,94,2.5,1.0352761804100827
129,4.219507705176107,8.856376036730422,6,5,2007,32.03123475609393,1.4142135623730951,0,7.01211529430638,12.171047335929948,1,0,0,0,0,1,0,0,0,0,0,3,1,1.0352761804100827
130,4.127134385045092,8.594339400592892,9,6,2005,40.049968789001575,1.7320508075688772,1,7.478169694159785,12.655840624740597,1,0,0,0,0,1,0,0,0,0,0,4,1,0.9137005034957135
132,4.31748811353631,9.419628376999952,7,5,2006,27.712812921102035,1.7320508075688772,1,7.3556411029742534,12.101600537563382,1,0,0,0,0,1,0,0,0,0,1,0,3,1.5845739827865226
133,4.394449154672439,9.360224821513475,5,5,1995,29.597297173897484,1.4142135623730951,1,7.372118028337787,11.897825015614986,1,0,0,0,0,1,0,0,0,0,0,12,1,1.4142135623730951
134,4.02535169073515,9.335562336729565,8,5,1976,37.78888725538237,1.7320508075688772,1,7.01301578963963,12.008955561573371,1,0,0,0,0,1,0,0,0,0,0,30,2.5,0.7174389352143007
135,3.713572066704308,9.082620630373812,5,7,1931,33.15116890850155,1.4142135623730951,1,7.110696122978827,11.886127126271289,1,0,0,0,0,1,0,0,0,0,0,76,2,1.4142135623730951
136,4.51085950651685,9.473166068429098,7,5,1984,30.854497241083024,1.7320508075688772,1,7.587817219993427,12.192921900944448,1,0,0,0,0,1,0,0,0,0,0,26,1,0.5040171699309126
137,4.2626798770413155,9.116139576577355,5,5,1962,30,1.7320508075688772,1,6.816735880594968,11.574208024440647,1,0,0,0,0,1,0,0,0,0,0,46,1.5,0.5040171699309126
138,4.394449154672439,9.36691667901828,7,5,1913,28.178005607210743,1.7320508075688772,1,7.221835825288449,11.619948156571166,1,0,0,0,0,1,0,0,0,0,0,95,1,0.7174389352143007
140,3.5263605246161616,9.58891378461603,7,6,2005,28.24889378365107,1.7320508075688772,1,7.208600337960199,12.045741616550576,1,0,0,0,0,1,0,0,0,0,0,4,1,1.096376317177313
141,4.110873864173311,9.524859098381523,4,7,1997,36.38681079732051,1.7320508075688772,1,6.762729506931879,11.955862347002716,0,1,0,0,0,1,0,0,0,0,0,12,1,0.7174389352143007
142,4.330733340286331,9.200391041122515,7,5,1954,27,1.4142135623730951,1,7.592366128519796,12.067153440617071,1,0,0,0,0,1,0,0,0,0,0,55,1,0.8218544151266947
143,3.713572066704308,9.193295937366925,10,5,1959,36.30426972134269,1.7320508075688772,1,6.796823718274855,12.322232740324544,1,0,0,0,0,1,0,0,0,0,0,50,1.5,0.9137005034957135
144,4.406719247264253,7.544861068658458,6,6,1997,34.698703145794944,1.4142135623730951,1,7.0909098220799835,11.98674204079097,1,0,0,0,0,1,0,0,0,0,0,10,2,1.0352761804100827
146,3.58351893845611,9.105090961257085,6,7,2004,37.26929030716845,1.7320508075688772,1,7.340835554123275,12.109658737181183,0,0,1,0,0,1,0,0,0,0,0,5,2,0.9137005034957135
148,3.784189633918261,9.118334726180159,7,5,1941,27.92848008753788,1.7320508075688772,1,7.115582126184454,11.812673362066734,1,0,0,0,0,1,0,0,0,0,0,65,2.5,0.7174389352143007
149,4.189654742026425,8.738895704934043,6,6,1974,25.92296279363144,1.7320508075688772,1,7.491645473605133,11.94945453103456,1,0,0,0,0,1,0,0,0,0,0,34,1.5,0.5040171699309126
150,4.189654742026425,9.286745703178589,6,5,1900,37.907782842049734,1.7320508075688772,1,7.463936604468925,11.874592241834465,1,0,0,0,0,1,0,0,0,0,0,107,2.5,1.4302268525995023
151,4.1588830833596715,9.225327501784431,5,5,2005,37.66961640367472,1.7320508075688772,1,6.744059186311348,12.238151817962805,1,0,0,0,0,1,0,0,0,0,0,4,1.5,0.9137005034957135
152,3.9318256327243257,9.259225769705994,7,8,1930,29.393876913398138,1.4142135623730951,1,7.232010331664759,12.012895749112486,0,0,0,0,1,1,0,0,0,0,0,77,2,1.0352761804100827
155,4.02535169073515,8.592300663903043,4,5,1993,36.0416425818802,1.7320508075688772,1,7.267525427828172,11.831213301549287,1,0,0,0,0,1,0,0,0,0,0,13,2.5,0.7174389352143007
156,4.02535169073515,9.018089684104343,5,5,1908,35.21363372331802,1.7320508075688772,1,7.427144133408616,11.591522626830658,1,0,0,0,0,1,0,0,0,0,0,102,2,0.7174389352143007
157,4.3694478524670215,9.373988663504516,10,7,1977,40.32369030731191,1.4142135623730951,1,6.762729506931879,12.471414788657317,1,0,0,0,0,1,0,0,0,0,0,33,1,1.2315377486914956
158,4.976733742420574,9.262078567380597,8,7,2003,30.199337741083,1.7320508075688772,1,6.876264611890766,12.146240745102705,1,0,0,0,0,1,0,0,0,0,0,3,1.5,0.7174389352143007
159,4.48863636973214,8.852807917623322,1,6,1997,32.51153641401772,1.7320508075688772,0,7.285506548522785,12.050859345455603,1,0,0,0,0,1,0,0,0,0,0,12,1,0.9137005034957135
160,4.948759890378168,9.148571345578551,6,7,1939,39.84971769034255,1.7320508075688772,1,6.816735880594968,12.118665206527355,1,0,0,0,0,1,0,0,0,0,0,68,2,0.9137005034957135
161,4.30406509320417,9.082620630373812,7,5,1939,34.292856398964496,1.4142135623730951,1,7.2196420401307355,11.797085621043214,0,0,0,1,0,1,0,0,0,0,0,67,1.5,1.0352761804100827
162,4.2626798770413155,7.5688956634069955,5,5,1953,29.79932885150268,1.7320508075688772,1,6.805722553416985,11.024987391526343,1,0,0,0,0,1,0,0,0,0,0,55,1,0.2679491924311228
163,4.02535169073515,9.654641503869545,6,5,1984,28.26658805020514,1.4142135623730951,1,6.8658910748834385,11.902589649847483,0,0,0,0,1,1,0,0,0,0,0,22,1.5,1.2315377486914956
164,3.9512437185814275,9.328034514792826,5,7,1915,43.88621651498338,2,1,7.026426808699636,12.021332135148135,1,0,0,0,0,1,0,0,0,0,0,95,1.5,0.6457513110645907
166,4.02535169073515,8.46611040118692,5,5,1924,29.563490998188964,2,1,7.072421900537371,11.631642483431136,1,0,0,0,0,1,0,0,0,0,0,82,2,0.4494897427831779
168,4.59511985013459,9.259225769705994,5,7,1965,36.742346141747674,1.7320508075688772,1,6.829793737512425,12.02585576167638,1,0,0,0,0,1,0,0,0,0,0,44,2.5,0.7174389352143007
169,3.091042453358316,9.285355075781629,5,5,2007,0,1.4142135623730951,1,7.087573705557973,11.799646759374575,1,0,0,0,0,1,0,0,0,0,1,0,2,1.0352761804100827
170,4.51085950651685,9.952325334619427,7,5,1957,24.49489742783178,2,1,7.363913501405819,12.07037121076016,1,0,0,0,0,1,0,0,0,0,0,51,2,0.2360679774997898
171,4.394449154672439,9.57254997141339,5,5,1971,25.238858928247925,1.4142135623730951,1,6.940222469119639,11.595830072585967,1,0,0,0,0,1,0,0,0,0,0,38,1.5,1.0352761804100827
173,4.060443010546419,9.770184705221707,7,6,1999,33.823069050575526,1.7320508075688772,1,7.409741954080923,12.16830312165803,1,0,0,0,0,1,0,0,0,0,0,9,1,0.9137005034957135
174,4.394449154672439,9.035272443893536,8,5,1976,29.393876913398138,1.7320508075688772,1,7.878912912297133,12.475527916811641,1,0,0,0,0,1,0,0,0,0,0,30,1.5,0.2679491924311228
175,4.3694478524670215,9.310276200588783,7,5,1954,34.75629439396553,1.7320508075688772,1,6.6240652277998935,11.994910263271137,1,0,0,0,0,1,0,0,0,0,0,55,2.5,1.2679491924311228
176,4.276666119016055,9.38437770918244,8,6,2006,29.393876913398138,1.7320508075688772,1,6.762729506931879,12.12978177821506,1,0,0,0,0,1,0,0,0,0,0,3,1,0.9137005034957135
178,4.110873864173311,9.13755460225053,4,5,1973,23.388031127053,1.7320508075688772,1,7.218176838403408,11.790861185241319,1,0,0,0,0,1,0,0,0,0,0,36,2,0.9137005034957135
179,4.356708826689592,9.164819856674374,6,5,1974,21.97726097583591,1.7320508075688772,1,6.78332520060396,11.37483207455742,1,0,0,0,0,1,0,0,0,0,0,33,1,0.5040171699309126
180,4.465908118654584,9.186150133174966,7,8,1962,32.58834147360065,1.7320508075688772,1,7.4377951216719325,12.034583704868961,1,0,0,0,0,1,0,0,0,0,0,45,2,0.5040171699309126
181,4.343805421853684,9.18881025342582,6,7,1910,30.495901363953813,1.7320508075688772,1,7.198183577101943,11.992936578402372,1,0,0,0,0,1,0,0,0,0,0,99,2,0.9137005034957135
183,4.2626798770413155,9.080003870248179,7,6,1998,16.24807680927192,1.7320508075688772,1,7.3914152346753585,11.803869454098141,0,1,0,0,0,1,0,0,0,0,0,8,2.5,0.5040171699309126
184,4.110873864173311,9.4066470133368,6,8,1988,28.982753492378876,1.7320508075688772,1,7.349230824613334,12.171834088450408,1,0,0,0,0,1,0,0,0,0,0,21,2,0.5040171699309126
185,4.330733340286331,9.371778717853713,6,6,1958,24,1.7320508075688772,1,7.5822291942764615,11.888636601528175,1,0,0,0,0,1,0,0,0,0,0,51,2,0.5040171699309126
186,4.110873864173311,9.051696278536586,3,5,1988,30.298514815086232,1.7320508075688772,1,7.4489161025442,11.823355136314609,1,0,0,0,0,1,0,0,0,0,0,18,1,1.2679491924311228
187,4.61512051684126,10.825203541055348,6,7,2009,38.704004960727254,2,1,7.31986492980897,12.382909762920228,1,0,0,0,0,1,0,0,0,0,1,0,2.5,0.4494897427831779
189,3.5553480614894135,9.002824076547672,8,5,2007,39.91240408695021,1.7320508075688772,1,7.110696122978827,12.307939416141872,1,0,0,0,0,1,0,0,0,0,0,2,2,0.9137005034957135
