Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,BedroomAbvGr,CentralAir,GrLivArea,SalePrice,Fam,Duplex,fmCon,TwnhsE,Twnhs,GasA,Grav,GasW,Wall,HvPool,IsNewHouse,Age,Bathrooms,OtherRooms
68,4.2626798770413155,9.017604776833355,6,4,1966,24.819347291981714,1.4142135623730951,1,7.616283561580385,0,1,0,0,0,0,1,0,0,0,0,0,43,2.5,1.2315377486914956
69,3.8066624897703196,9.078065332666364,7,7,2002,41.569219381653056,2.23606797749979,1,7.444833273892193,0,0,1,0,0,0,1,0,0,0,0,0,6,1,0.7639320225002102
70,4.564348191467836,8.581294116822761,8,5,1921,30.59411708155671,1.7320508075688772,1,7.353081920515432,0,1,0,0,0,0,1,0,0,0,0,0,87,1,0.5040171699309126
73,4.276666119016055,9.52390946537981,8,7,1999,43.98863489584554,1.7320508075688772,1,7.516977224604321,0,1,0,0,0,0,1,0,0,0,0,0,10,1.5,0.5040171699309126
74,4.110873864173311,9.164296433474776,5,5,1994,32.984845004941285,2,1,6.775366090936392,0,1,0,0,0,0,1,0,0,0,0,0,14,1.5,0.6457513110645907
75,4.454347296253507,9.037295651962438,3,6,1959,35.79106033634656,1.7320508075688772,1,7.264730177929867,0,0,0,0,0,1,1,0,0,0,0,0,49,2.5,1.096376317177313
76,4.68213122712422,9.360224821513475,5,6,1953,25.69046515733026,1.7320508075688772,0,7.0909098220799835,0,0,0,0,1,0,1,0,0,0,0,0,56,2.5,0.7174389352143007
78,3.912023005428146,9.364862411412354,7,8,2004,33.91164991562634,2.449489742783178,1,7.355001921105257,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0
79,4.394449154672439,9.426821780416843,6,8,2006,32.07802986469088,1.7320508075688772,1,6.985641817639208,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0.5040171699309126
80,4.59511985013459,9.455088847042777,4,8,1999,38.22302970723278,1.7320508075688772,0,6.593044534142437,0,1,0,0,0,0,1,0,0,0,0,0,9,2,0.7174389352143007
81,4.219507705176107,9.247732491193245,8,8,2008,32.61901286060018,1.4142135623730951,1,7.00397413672268,0,1,0,0,0,0,1,0,0,0,0,0,-1,2,0.5857864376269049
83,4.59511985013459,9.373139262281274,7,7,1960,31.496031496047245,1.7320508075688772,1,7.161622002939187,0,1,0,0,0,0,1,0,0,0,0,0,49,2,1.096376317177313
86,4.330733340286331,9.043458999670106,5,5,1954,37.70941526992961,1.4142135623730951,1,7.076653815443951,0,0,0,1,0,0,1,0,0,0,0,0,54,1,1.2315377486914956
87,4.02535169073515,8.987321812850125,5,5,1890,36.38681079732051,1.7320508075688772,1,7.232733136177615,0,0,0,0,1,0,1,0,0,0,0,0,118,2.5,0
88,4.394449154672439,9.146654820290049,5,5,2005,33.15116890850155,1.7320508075688772,1,7.317876198626496,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1.4302268525995023
90,4.430816798843313,9.111293218374948,7,5,1998,31.144823004794873,1.7320508075688772,1,7.005789019253503,0,0,0,0,0,1,1,0,0,0,0,0,9,1.5,1.096376317177313
92,4.219507705176107,9.298442820197728,6,8,1954,40.2119385257662,1.4142135623730951,1,7.410347097821024,0,0,0,0,1,0,1,0,0,0,0,0,56,2,1.2315377486914956
93,3.6109179126442243,9.087833697483386,8,7,1955,27.982137159266443,1.7320508075688772,1,7.3395376954076745,0,1,0,0,0,0,1,0,0,0,0,0,53,2.5,0.7174389352143007
94,3.091042453358316,9.105090961257085,4,4,1998,31,1.7320508075688772,1,7.562681246721884,0,1,0,0,0,0,1,0,0,0,0,0,11,1,0.9137005034957135
95,4.68213122712422,9.036701015565063,7,7,1987,35.32704346531139,1.7320508075688772,1,7.252762418053187,0,0,0,0,1,0,1,0,0,0,0,0,20,2.5,1.096376317177313
96,4.0943445622221,8.934718614016768,6,5,2007,32.07802986469088,1.7320508075688772,0,7.384610383176974,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0.7174389352143007
97,4.330733340286331,8.274611946209552,5,5,1966,37.70941526992961,1.7320508075688772,1,7.881182202227102,0,1,0,0,0,0,1,0,0,0,0,0,43,2.5,0.7174389352143007
99,3.784189633918261,9.051696278536586,5,5,1966,37.52332607858744,1.7320508075688772,1,6.966967138613983,0,1,0,0,0,0,1,0,0,0,0,0,43,1.5,1.2679491924311228
100,4.330733340286331,8.882946799288174,6,5,1940,26.248809496813376,1.4142135623730951,1,6.816735880594968,0,1,0,0,0,0,1,0,0,0,0,0,66,2,1.2315377486914956
101,4.6913478822291435,9.274816391160547,7,6,1965,29.597297173897484,1.7320508075688772,1,7.266128779556451,0,0,0,0,1,0,1,0,0,0,0,0,41,1,1.2679491924311228
102,4.394449154672439,9.380251908693456,4,5,1950,35.66510900025401,1.7320508075688772,1,7.00033446027523,0,1,0,0,0,0,1,0,0,0,0,0,60,2.5,1.096376317177313
103,4.330733340286331,9.051344640485725,3,8,1967,40.607881008493905,1.7320508075688772,0,7.344719054149673,0,1,0,0,0,0,1,0,0,0,0,0,41,2.5,0
105,4.110873864173311,9.287394001418473,6,5,2004,35.52463933666322,1.7320508075688772,1,7.6787889981991535,0,1,0,0,0,0,1,0,0,0,0,0,5,1.5,0.2679491924311228
106,4.2626798770413155,9.373139262281274,8,5,1953,26.92582403567252,1,1,7.736743682453495,0,1,0,0,0,0,1,0,0,0,0,0,53,2.5,1.4494897427831779
107,4.499809670330265,9.400630098419315,7,5,2000,36.30426972134269,1.7320508075688772,1,7.237059026124737,0,1,0,0,0,0,1,0,0,0,0,0,10,2,1.096376317177313
108,4.189654742026425,9.120962560824966,7,8,2008,30.740852297878796,1.7320508075688772,1,7.580699752224563,0,1,0,0,0,0,1,0,0,0,0,0,2,2.5,0.9137005034957135
110,3.6109179126442243,9.205126804923296,8,4,2005,34.899856733230294,1.7320508075688772,1,7.112327444710911,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0.9137005034957135
112,3.8066624897703196,7.727094484779841,5,6,1971,29.393876913398138,1.7320508075688772,1,7.060476365999801,0,1,0,0,0,0,1,0,0,0,0,0,35,2,0.9137005034957135
113,3.871201010907891,9.410911062438,6,6,1958,33.37663853655727,1.7320508075688772,1,6.762729506931879,0,1,0,0,0,0,1,0,0,0,0,0,49,2,0.5040171699309126
114,3.091042453358316,8.853808274977197,6,7,1976,40.53393639902249,1.7320508075688772,1,7.772752716468742,0,1,0,0,0,0,1,0,0,0,0,0,31,2,0.9137005034957135
117,4.110873864173311,10.887530386461101,6,5,2004,34.55430508634199,1.7320508075688772,1,6.963189985870238,0,1,0,0,0,0,1,0,0,0,0,0,5,2.5,0.9137005034957135
118,3.9318256327243257,9.233861567017529,6,8,1961,31.144823004794873,1.4142135623730951,1,7.048386408721883,0,1,0,0,0,0,1,0,0,0,0,0,46,2,0.8218544151266947
120,3.713572066704308,10.227417172661774,4,7,1957,32.63433774416144,1.4142135623730951,1,7.4489161025442,0,1,0,0,0,0,1,0,0,0,0,0,51,2.5,1.2315377486914956
121,4.290459441148391,9.383116515926606,5,7,1960,22.80350850198276,1.7320508075688772,1,6.8885724595653635,0,0,0,0,1,0,1,0,0,0,0,0,50,3,0.9137005034957135
122,4.2626798770413155,9.0642735958414,7,6,1996,38.948684188300895,1.7320508075688772,1,7.253470382684528,0,1,0,0,0,0,1,0,0,0,0,0,10,2,0.7174389352143007
123,4.2626798770413155,8.962007209588313,5,5,2002,28.513154858766505,2,1,7.141245122350491,0,0,1,0,0,0,1,0,0,0,0,0,5,2.5,0.4494897427831779
124,4.330733340286331,9.372884301161463,7,5,2003,37.296112397943034,1.7320508075688772,1,6.968850378341948,0,1,0,0,0,0,1,0,0,0,0,0,5,2,0.9137005034957135
125,4.48863636973214,8.860924729719041,7,5,1996,37.62977544445356,1,1,7.177782416195197,0,1,0,0,0,0,1,0,0,0,0,0,10,1,1.2360679774997898
126,4.189654742026425,8.81922185757494,8,4,1976,27.92848008753788,1.7320508075688772,1,7.642524134232902,0,1,0,0,0,0,1,0,0,0,0,0,32,3,0.9137005034957135
127,4.394449154672439,9.336267928573973,5,5,1929,37.26929030716845,1.7320508075688772,1,6.960347729101308,0,1,0,0,0,0,1,0,0,0,0,0,78,3,1.096376317177313
129,4.2626798770413155,9.23024103368252,6,5,2004,25.69046515733026,1.7320508075688772,1,7.496097345175956,0,1,0,0,0,0,1,0,0,0,0,0,4,1.5,1.096376317177313
130,4.23410650459726,9.37982994995476,5,5,2004,19.595917942265423,1.7320508075688772,1,7.293697720601438,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0.5040171699309126
131,4.290459441148391,9.308374112247549,8,5,1965,27.49545416973504,1.4142135623730951,1,7.224753405767971,0,0,1,0,0,0,1,0,0,0,0,0,44,1.5,1.2315377486914956
132,4.2626798770413155,9.473166068429098,8,6,2004,27.712812921102035,1.4142135623730951,0,7.313886831633462,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1.4142135623730951
133,3.5553480614894135,9.323579767582693,6,6,2006,32.863353450309965,2.23606797749979,1,7.791109510610028,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.4096833335648009
134,4.110873864173311,9.042040056544483,5,6,1954,30.01666203960727,1.7320508075688772,1,7.214504414151143,0,1,0,0,0,0,1,0,0,0,0,0,54,1.5,0.2679491924311228
136,4.330733340286331,8.841014310483892,6,6,1945,35.014282800023196,1.7320508075688772,1,7.293697720601438,0,1,0,0,0,0,1,0,0,0,0,0,64,2,0.7174389352143007
137,4.3694478524670215,8.922791623969637,7,5,2004,0,1.7320508075688772,1,7.3395376954076745,0,0,0,1,0,0,1,0,0,0,0,0,6,2.5,0.5040171699309126
138,4.110873864173311,8.95660873889395,6,7,2007,35.17101079013795,1.7320508075688772,1,7.7354333524996886,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1.2679491924311228
139,4.2626798770413155,7.427144133408616,7,5,1924,32.46536616149585,1.7320508075688772,0,7.284134806195205,0,1,0,0,0,0,1,0,0,0,0,0,85,2,0.7174389352143007
140,4.2626798770413155,7.841885928984623,5,4,2006,35.93048844644336,1.4142135623730951,1,7.198931240688173,0,0,0,0,1,0,1,0,0,0,0,0,1,1.5,1.2315377486914956
141,3.2188758248682006,9.169622538697624,5,7,1997,31.22498999199199,1.7320508075688772,1,7.455298485683291,0,0,0,0,0,1,1,0,0,0,0,0,11,1,1.096376317177313
143,4.653960350157523,7.732369222284388,5,6,1939,32.984845004941285,1.4142135623730951,1,7.0630481633881725,0,1,0,0,0,0,1,0,0,0,0,0,70,1,1.4142135623730951
144,4.330733340286331,9.770184705221707,7,6,1958,27.748873851023216,1.4142135623730951,1,7.321849713788356,0,1,0,0,0,0,1,0,0,0,0,0,51,2,0.5857864376269049
145,4.330733340286331,7.427144133408616,7,5,1915,25,1.7320508075688772,1,7.048386408721883,0,1,0,0,0,0,1,0,0,0,0,0,91,2,0.7174389352143007
147,4.430816798843313,9.092232283495854,7,7,1976,41.340053217188775,2,1,7.187657164114956,0,0,0,0,0,1,1,0,0,0,0,0,31,1,0.4494897427831779
148,3.9318256327243257,9.466531777336593,5,5,1996,25.92296279363144,1.7320508075688772,1,7.167809184316444,0,1,0,0,0,0,1,0,0,0,0,0,11,2,0.9137005034957135
150,4.290459441148391,9.105090961257085,7,6,1958,26.248809496813376,1.7320508075688772,1,6.725033642166843,0,0,1,0,0,0,1,0,0,0,0,0,50,1.5,1.2679491924311228
151,4.204692619390966,9.224440496354964,6,7,1998,37.97367509209505,1.7320508075688772,1,7.0909098220799835,0,1,0,0,0,0,1,0,0,0,0,0,9,1.5,1.096376317177313
152,4.110873864173311,9.148571345578551,7,8,1945,33.12099032335839,1.7320508075688772,1,7.415776975415394,0,1,0,0,0,0,1,0,0,0,0,0,62,2,1.5845739827865226
153,4.02535169073515,8.594339400592892,5,5,1957,29.427877939124322,1.4142135623730951,1,8.19118600464279,0,1,0,0,0,0,1,0,0,0,0,0,51,1,1.0352761804100827
154,4.394449154672439,9.587817443544179,7,5,1994,21.908902300206645,1.7320508075688772,1,7.347943823148687,0,1,0,0,0,0,1,0,0,0,0,0,13,1.5,0.7174389352143007
155,3.713572066704308,8.97853441008332,7,5,1914,30.463092423455635,1.7320508075688772,1,6.9167150203536085,0,1,0,0,0,0,1,0,0,0,0,0,93,1.5,1.7320508075688772
157,4.454347296253507,8.476579508530941,5,6,1946,27.49545416973504,1.7320508075688772,1,7.2991214627108,0,1,0,0,0,0,1,0,0,0,0,0,64,2.5,0.7174389352143007
158,4.795790545596741,9.234154550075438,6,7,1958,31.559467676119,1.4142135623730951,1,7.5352967024440884,0,1,0,0,0,0,1,0,0,0,0,0,48,1,1.2315377486914956
159,4.110873864173311,9.342245442856122,9,5,2006,27.92848008753788,1.7320508075688772,1,7.1459844677143876,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0.2679491924311228
160,3.4965075614664802,9.273409063443166,5,6,1962,34.64101615137755,1.7320508075688772,1,7.20414929203594,0,1,0,0,0,0,1,0,0,0,0,0,46,2,0.7174389352143007
162,4.394449154672439,9.482350275033667,4,5,1953,36.90528417449187,1.7320508075688772,1,7.869019376499023,0,0,1,0,0,0,1,0,0,0,0,0,56,2.5,0.9137005034957135
164,4.59511985013459,9.192176401348512,5,5,2006,37.64306044943742,1.4142135623730951,1,7.313886831633462,0,1,0,0,0,0,1,0,0,0,0,1,0,1.5,1.2315377486914956
165,3.9512437185814275,8.881975184248867,5,7,2004,33.166247903554,1.7320508075688772,1,7.845807502637805,0,1,0,0,0,0,1,0,0,0,0,0,6,1.5,0.5040171699309126
166,4.454347296253507,9.050288983827956,5,5,1961,40.36087214122113,1.7320508075688772,1,7.206377291472252,0,1,0,0,0,0,1,0,0,0,0,0,46,1,1.096376317177313
167,4.219507705176107,9.032050676295599,8,5,1984,38.948684188300895,1,1,7.427144133408616,0,1,0,0,0,0,1,0,0,0,0,0,23,1,1.8284271247461903
168,4.110873864173311,7.3310603052186325,5,5,1972,32.51153641401772,1.7320508075688772,1,6.97166860472579,0,1,0,0,0,0,1,0,0,0,0,0,37,1,0.9137005034957135
169,4.110873864173311,9.342245442856122,6,5,1976,24.413111231467404,1.4142135623730951,0,6.872128101338986,0,1,0,0,0,0,1,0,0,0,0,0,33,1.5,0.31783724519578205
170,3.58351893845611,9.587817443544179,5,5,1951,25.238858928247925,1.4142135623730951,1,7.265429723253953,0,1,0,0,0,0,1,0,0,0,0,0,57,2.5,0.8218544151266947
171,3.912023005428146,8.986071187374463,8,5,1953,28.982753492378876,2,1,6.762729506931879,0,1,0,0,0,0,1,0,0,0,0,0,56,2,0.4494897427831779
172,4.23410650459726,8.97941663334301,6,5,2006,29.597297173897484,1.4142135623730951,1,7.624130585661289,0,1,0,0,0,0,1,0,0,0,0,0,3,2,1.0352761804100827
173,4.174387269895637,9.557187177595935,10,7,1996,30.298514815086232,1.7320508075688772,1,7.573017256052546,0,1,0,0,0,0,1,0,0,0,0,0,13,1,0.9137005034957135
175,4.584967478670572,9.132486932771318,6,4,1955,29.120439557122072,2,1,7.141245122350491,0,1,0,0,0,0,1,0,0,0,0,0,54,2,0.8284271247461903
176,4.127134385045092,9.405578154036684,8,5,1947,19.595917942265423,1.4142135623730951,1,7.1459844677143876,0,1,0,0,0,0,1,0,0,0,0,0,61,2,1.5857864376269049
177,4.454347296253507,9.524859098381523,7,6,1957,48.908077042549934,1.7320508075688772,0,7.226936018493289,0,1,0,0,0,0,1,0,0,0,0,0,50,1,0.9137005034957135
178,3.9318256327243257,9.3101857069459,9,5,2005,0,1.7320508075688772,1,7.29641326877392,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0.7174389352143007
179,4.330733340286331,9.186150133174966,7,6,1955,40.124805295477756,1.7320508075688772,1,7.388327859577107,0,1,0,0,0,0,1,0,0,0,0,0,54,1,0.5040171699309126
180,4.110873864173311,9.448805939388178,7,5,1954,32.264531609803356,1.7320508075688772,1,7.449498005382849,0,0,1,0,0,0,1,0,0,0,0,0,52,1,0.9137005034957135
181,4.343805421853684,8.46611040118692,7,5,1937,34.75629439396553,1.4142135623730951,1,7.357556200910353,0,1,0,0,0,0,1,0,0,0,0,0,72,2.5,1.0352761804100827
182,4.553876891600541,9.655795128300506,6,6,2003,31.32091952673165,1.7320508075688772,0,6.762729506931879,0,1,0,0,0,0,1,0,0,0,0,0,5,1,1.096376317177313
183,3.2188758248682006,8.862341963516347,5,7,1939,32.12475680841802,1.7320508075688772,1,6.960347729101308,0,1,0,0,0,0,1,0,0,0,0,0,71,1.5,1.2679491924311228
184,4.574710978503383,9.64387450001194,5,5,1957,39.74921382870358,1.7320508075688772,1,7.38025578842646,0,1,0,0,0,0,1,0,0,0,0,0,51,2,1.096376317177313
185,4.2626798770413155,9.077494458642754,6,6,2006,33.57082066318904,1.7320508075688772,1,7.044032897274685,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1.2679491924311228
186,4.343805421853684,11.167077412430533,5,5,1954,25.92296279363144,1.7320508075688772,1,7.183111701743281,0,0,1,0,0,0,1,0,0,0,0,0,54,1,1.096376317177313
187,4.02535169073515,8.764521909518802,7,6,1950,27.49545416973504,1.4142135623730951,1,7.660114319173928,0,1,0,0,0,0,1,0,0,0,0,0,59,3,1.0352761804100827
188,4.394449154672439,9.40968291310444,7,5,2002,37.013511046643494,1.4142135623730951,1,7.496097345175956,0,1,0,0,0,0,0,0,1,0,0,0,5,2,1.0352761804100827
189,4.189654742026425,8.79497643168877,8,5,1957,24.49489742783178,1.7320508075688772,1,7.369600720526409,0,0,0,0,1,0,1,0,0,0,0,0,51,2,0.5040171699309126
190,4.51085950651685,9.524859098381523,7,7,1963,34.11744421846396,1.7320508075688772,1,7.379008127628304,0,1,0,0,0,0,1,0,0,0,0,0,43,2.5,0.5040171699309126
191,4.174387269895637,9.265112607823163,7,5,2003,34.27827300200522,1.4142135623730951,1,6.811244378601294,0,0,0,0,1,0,1,0,0,0,0,0,6,1,1.4142135623730951
192,4.110873864173311,9.087833697483386,6,6,2006,22.9128784747792,1.4142135623730951,1,6.8885724595653635,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0.8218544151266947
193,4.454347296253507,8.476579508530941,6,5,1985,28.178005607210743,1.7320508075688772,1,7.467942332285852,0,1,0,0,0,0,1,0,0,0,0,0,24,2,0
194,4.454347296253507,10.887530386461101,5,6,1976,37.815340802378074,2,0,6.8885724595653635,0,1,0,0,0,0,1,0,0,0,0,0,30,1,0.4494897427831779
